subtype,region,week_start,category,n_sequences
H3N2,ectodomain,2026-06-22,3_mutations,12
H3N2,ectodomain,2026-06-22,4_mutations,7
H3N2,ectodomain,2026-06-22,identical,61
H3N2,ectodomain,2026-06-22,more_than_4_mutations,1
H3N2,ectodomain,2026-06-29,1_mutation,34
H3N2,ectodomain,2026-06-29,2_mutations,14
H3N2,ectodomain,2026-06-29,3_mutations,13
H3N2,ectodomain,2026-06-29,4_mutations,13
H3N2,ectodomain,2026-06-29,identical,42
H3N2,ectodomain,2026-06-29,more_than_4_mutations,1
H3N2,ectodomain,2026-07-06,1_mutation,35
H3N2,ectodomain,2026-07-06,2_mutations,6
H3N2,ectodomain,2026-07-06,3_mutations,16
H3N2,ectodomain,2026-07-06,4_mutations,14
H3N2,ectodomain,2026-07-06,identical,38
H3N2,ectodomain,2026-07-06,more_than_4_mutations,1
H3N2,ectodomain,2026-07-13,1_mutation,25
H3N2,ectodomain,2026-07-13,2_mutations,14
H3N2,ectodomain,2026-07-13,3_mutations,7
H3N2,ectodomain,2026-07-13,4_mutations,11
H3N2,ectodomain,2026-07-13,identical,35
H3N2,ectodomain,2026-07-20,1_mutation,15
H3N2,ectodomain,2026-07-20,2_mutations,9
H3N2,ectodomain,2026-07-20,3_mutations,10
H3N2,ectodomain,2026-07-20,4_mutations,9
H3N2,ectodomain,2026-07-20,identical,27
H3N2,ectodomain,2026-07-20,more_than_4_mutations,2
H3N2,ectodomain,2026-07-27,1_mutation,10
H3N2,ectodomain,2026-07-27,2_mutations,9
H3N2,ectodomain,2026-07-27,3_mutations,10
H3N2,ectodomain,2026-07-27,4_mutations,15
H3N2,ectodomain,2026-07-27,identical,17
H3N2,ectodomain,2026-08-03,1_mutation,9
H3N2,ectodomain,2026-08-03,2_mutations,14
H3N2,ectodomain,2026-08-03,3_mutations,8
H3N2,ectodomain,2026-08-03,4_mutations,14
H3N2,ectodomain,2026-08-03,identical,25
H3N2,ectodomain,2026-08-03,more_than_4_mutations,3
H3N2,ectodomain,2026-08-10,1_mutation,12
H3N2,ectodomain,2026-08-10,2_mutations,2
H3N2,ectodomain,2026-08-10,3_mutations,3
H3N2,ectodomain,2026-08-10,4_mutations,2
H3N2,ectodomain,2026-08-10,identical,8
H3N2,ectodomain,2026-08-10,more_than_4_mutations,11
H3N2,ectodomain,2026-08-17,1_mutation,1
H3N2,ectodomain,2026-08-17,identical,1
